Airline,Source,Destination,Duration,Total_Stops,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Journey_Date,Is_Peak_Hour,Price
Jet Airways,Kolkata,Banglore,1610,1,24,3,19,45,22,35,24-03-2019,1,13759
Air India,Delhi,Cochin,1600,2,12,6,5,0,7,40,12-06-2019,0,10231
Jet Airways,Delhi,Cochin,1425,1,27,5,19,15,19,0,27-05-2019,1,12898
Jet Airways,Banglore,New Delhi,280,1,6,3,5,45,10,25,06-03-2019,0,19225
Jet Airways,Mumbai,Hyderabad,85,0,27,5,7,5,8,30,27-05-2019,0,4995
IndiGo,Delhi,Cochin,320,1,12,6,6,50,12,10,12-06-2019,0,5298
Jet Airways,Delhi,Cochin,1950,2,21,3,10,20,18,50,21-03-2019,1,9254
Jet Airways,Delhi,Cochin,300,1,6,4,14,0,19,0,06-04-2019,1,5177
Vistara,Kolkata,Banglore,1625,1,21,5,20,20,23,25,21-05-2019,1,9345
Jet Airways,Kolkata,Banglore,475,1,6,5,8,25,16,20,06-05-2019,0,10844
Air India,Delhi,Cochin,1545,2,3,3,5,55,7,40,03-03-2019,0,15428
IndiGo,Delhi,Cochin,300,1,21,5,16,0,21,0,21-05-2019,1,7255
Jet Airways,Delhi,Cochin,1655,1,21,5,9,0,12,35,21-05-2019,1,12898
IndiGo,Banglore,New Delhi,295,1,1,3,13,40,18,35,01-03-2019,1,8707
Jet Airways,Delhi,Cochin,1100,1,3,6,18,15,12,35,03-06-2019,1,10262
Jet Airways,Kolkata,Banglore,870,1,6,5,20,25,10,55,06-05-2019,1,13067
Jet Airways,Delhi,Cochin,1395,1,6,6,19,45,19,0,06-06-2019,1,10262
Air India,Kolkata,Banglore,155,0,9,4,20,45,23,20,09-04-2019,1,4460
Jet Airways,Kolkata,Banglore,570,1,24,5,14,5,23,35,24-05-2019,1,14571
Air India,Delhi,Cochin,1410,2,9,6,19,45,19,15,09-06-2019,1,10178
SpiceJet,Chennai,Kolkata,140,0,1,3,17,45,20,5,01-03-2019,1,7718
Jet Airways,Delhi,Cochin,620,1,21,5,2,15,12,35,21-05-2019,0,16376
Jet Airways,Mumbai,Hyderabad,90,0,6,6,19,35,21,5,06-06-2019,1,5678
Multiple carriers,Delhi,Cochin,505,1,9,5,10,35,19,0,09-05-2019,1,9103
Jet Airways,Delhi,Cochin,925,1,6,6,13,0,4,25,06-06-2019,1,14714
SpiceJet,Delhi,Cochin,380,1,24,6,15,45,22,5,24-06-2019,1,5583
IndiGo,Banglore,Delhi,175,0,24,4,18,55,21,50,24-04-2019,1,4823
Jet Airways,Banglore,Delhi,185,0,15,4,18,55,22,0,15-04-2019,1,4544
Air Asia,Delhi,Cochin,330,1,18,5,7,55,13,25,18-05-2019,0,8759
Air Asia,Delhi,Cochin,330,1,24,6,7,55,13,25,24-06-2019,0,6152
Jet Airways,Banglore,New Delhi,1365,1,18,3,11,40,10,25,18-03-2019,1,11087
Air India,Kolkata,Banglore,725,2,6,6,8,20,20,25,06-06-2019,0,11432
SpiceJet,Kolkata,Banglore,150,0,27,3,17,15,19,45,27-03-2019,1,3815
Vistara,Kolkata,Banglore,965,1,1,4,17,0,9,5,01-04-2019,1,8662
Jet Airways,Banglore,New Delhi,1425,1,6,3,11,40,11,25,06-03-2019,1,17261
IndiGo,Kolkata,Banglore,275,1,9,4,19,35,0,10,09-04-2019,1,4860
Air India,Delhi,Cochin,1560,2,3,3,17,15,19,15,03-03-2019,1,13442
Vistara,Mumbai,Hyderabad,435,1,6,3,15,40,22,55,06-03-2019,1,12395
Air India,Kolkata,Banglore,1440,1,15,5,14,35,14,35,15-05-2019,1,6528
IndiGo,Delhi,Cochin,965,1,1,6,4,55,21,0,01-06-2019,0,6314
IndiGo,Delhi,Cochin,845,1,9,4,11,25,1,30,09-04-2019,1,6270
Jet Airways,Delhi,Cochin,1395,1,6,6,19,45,19,0,06-06-2019,1,14714
Multiple carriers,Delhi,Cochin,600,1,15,6,9,15,19,15,15-06-2019,1,9359
Air India,Delhi,Cochin,230,0,9,4,14,5,17,55,09-04-2019,1,6724
Jet Airways,Delhi,Cochin,1210,1,24,6,22,50,19,0,24-06-2019,0,10262
Vistara,Banglore,Delhi,160,0,21,5,7,0,9,40,21-05-2019,0,4668
IndiGo,Delhi,Cochin,565,2,6,3,11,55,21,20,06-03-2019,1,6610
SpiceJet,Chennai,Kolkata,135,0,15,5,8,20,10,35,15-05-2019,0,3597
IndiGo,Kolkata,Banglore,165,0,9,3,10,10,12,55,09-03-2019,1,4462
Air India,Delhi,Cochin,1640,1,6,3,6,5,9,25,06-03-2019,0,12677
Multiple carriers,Delhi,Cochin,910,1,1,3,0,20,15,30,01-03-2019,0,23170
IndiGo,Kolkata,Banglore,155,0,6,6,4,40,7,15,06-06-2019,0,4804
Multiple carriers,Delhi,Cochin,760,1,27,5,12,50,1,30,27-05-2019,1,6795
Air India,Kolkata,Banglore,1515,1,18,5,12,0,13,15,18-05-2019,1,7662
Air India,Delhi,Cochin,1100,2,6,6,13,20,7,40,06-06-2019,1,12751
Jet Airways,Mumbai,Hyderabad,1205,1,6,3,20,45,16,50,06-03-2019,1,19595
Vistara,Banglore,New Delhi,160,0,9,3,7,0,9,40,09-03-2019,0,7975
Jet Airways,Kolkata,Banglore,345,1,18,5,14,5,19,50,18-05-2019,1,14781
Jet Airways,Kolkata,Banglore,740,1,9,5,8,25,20,45,09-05-2019,0,14781
Jet Airways,Kolkata,Banglore,1585,1,24,3,13,55,16,20,24-03-2019,1,10031
Jet Airways,Kolkata,Banglore,345,1,9,6,14,5,19,50,09-06-2019,1,10844
Jet Airways,Banglore,Delhi,180,0,9,5,19,50,22,50,09-05-2019,1,3502
Jet Airways,Delhi,Cochin,1130,2,1,6,9,35,4,25,01-06-2019,1,13292
Jet Airways,Kolkata,Banglore,1630,1,6,6,20,25,23,35,06-06-2019,1,14151
SpiceJet,Mumbai,Hyderabad,80,0,1,3,5,45,7,5,01-03-2019,0,12475
Jet Airways,Delhi,Cochin,940,1,3,6,20,55,12,35,03-06-2019,1,14714
Multiple carriers,Delhi,Cochin,390,1,24,5,19,0,1,30,24-05-2019,1,8283
Jet Airways,Banglore,New Delhi,775,1,12,3,20,35,9,30,12-03-2019,1,11087
Jet Airways,Kolkata,Banglore,345,1,21,5,14,5,19,50,21-05-2019,1,10844
IndiGo,Delhi,Cochin,415,1,24,6,18,35,1,30,24-06-2019,1,5883
Air India,Banglore,New Delhi,630,2,15,3,5,50,16,20,15-03-2019,0,7664
Jet Airways,Delhi,Cochin,1225,1,27,5,8,0,4,25,27-05-2019,0,12898
Jet Airways,Delhi,Cochin,1210,1,12,6,22,50,19,0,12-06-2019,0,10262
Jet Airways,Kolkata,Banglore,575,1,15,5,9,35,19,10,15-05-2019,1,13067
IndiGo,Kolkata,Banglore,155,0,18,3,15,10,17,45,18-03-2019,1,4462
Jet Airways,Mumbai,Hyderabad,85,0,27,6,2,55,4,20,27-06-2019,0,5678
Jet Airways,Kolkata,Banglore,330,1,21,5,6,30,12,0,21-05-2019,0,14388
Jet Airways,Delhi,Cochin,1010,1,3,6,19,45,12,35,03-06-2019,1,14714
IndiGo,Kolkata,Banglore,165,0,27,5,9,35,12,20,27-05-2019,1,4804
Air India,Delhi,Cochin,1600,2,9,5,5,0,7,40,09-05-2019,0,11281
Jet Airways,Kolkata,Banglore,660,1,24,3,21,10,8,10,24-03-2019,1,11134
Air India,Mumbai,Hyderabad,810,2,12,3,19,40,9,10,12-03-2019,1,11647
Jet Airways,Kolkata,Banglore,1685,1,9,6,17,0,21,5,09-06-2019,1,10539
Multiple carriers,Delhi,Cochin,660,1,1,6,8,0,19,0,01-06-2019,0,12192
Air India,Banglore,Delhi,170,0,24,4,13,20,16,10,24-04-2019,1,6121
Jet Airways,Kolkata,Banglore,540,1,24,3,19,45,4,45,24-03-2019,1,13759
Multiple carriers,Delhi,Cochin,915,1,27,3,10,20,1,35,27-03-2019,1,6427
IndiGo,Banglore,Delhi,170,0,9,4,22,10,1,0,09-04-2019,0,3943
IndiGo,Banglore,Delhi,170,0,12,5,22,10,1,0,12-05-2019,0,4284
IndiGo,Delhi,Cochin,300,1,9,3,5,5,10,5,09-03-2019,0,8147
Jet Airways,Banglore,Delhi,180,0,12,5,19,50,22,50,12-05-2019,1,3502
IndiGo,Mumbai,Hyderabad,90,0,15,3,2,30,4,0,15-03-2019,0,3342
IndiGo,Banglore,New Delhi,165,0,21,3,6,0,8,45,21-03-2019,0,5734
SpiceJet,Kolkata,Banglore,330,1,6,6,15,55,21,25,06-06-2019,1,8224
SpiceJet,Delhi,Cochin,310,1,6,3,6,10,11,20,06-03-2019,0,9748
Jet Airways,Delhi,Cochin,1995,2,21,3,19,10,4,25,21-03-2019,1,8834
GoAir,Kolkata,Banglore,455,1,6,5,16,40,0,15,06-05-2019,1,7102
Multiple carriers,Delhi,Cochin,750,1,15,5,13,0,1,30,15-05-2019,1,13727
Jet Airways,Banglore,New Delhi,1310,1,18,3,11,40,9,30,18-03-2019,1,11087
Jet Airways,Delhi,Cochin,1125,2,15,6,9,40,4,25,15-06-2019,1,10368
Jet Airways,Banglore,Delhi,165,0,1,6,6,0,8,45,01-06-2019,0,7229
Jet Airways,Delhi,Cochin,1485,1,15,6,18,15,19,0,15-06-2019,1,10262
IndiGo,Banglore,Delhi,170,0,15,4,20,0,22,50,15-04-2019,1,4823
IndiGo,Kolkata,Banglore,155,0,24,5,4,40,7,15,24-05-2019,0,4804
IndiGo,Delhi,Cochin,305,1,6,6,23,30,4,35,06-06-2019,0,10112
Jet Airways,Banglore,Delhi,165,0,27,5,6,0,8,45,27-05-2019,0,7229
Jet Airways,Kolkata,Banglore,1745,1,24,5,17,0,22,5,24-05-2019,1,13067
Jet Airways,Delhi,Cochin,865,1,3,6,14,0,4,25,03-06-2019,1,14714
Air India,Delhi,Cochin,795,1,3,6,9,45,23,0,03-06-2019,1,8907
Jet Airways,Banglore,Delhi,175,0,9,4,11,10,14,5,09-04-2019,1,7229
Multiple carriers,Delhi,Cochin,465,2,3,3,17,50,1,35,03-03-2019,1,24528
IndiGo,Delhi,Cochin,965,1,3,6,4,55,21,0,03-06-2019,0,6838
Multiple carriers,Delhi,Cochin,835,1,12,6,7,5,21,0,12-06-2019,0,10406
Vistara,Mumbai,Hyderabad,690,1,6,3,21,55,9,25,06-03-2019,1,12395
Air India,Kolkata,Banglore,1435,1,6,5,20,30,20,25,06-05-2019,1,10203
IndiGo,Mumbai,Hyderabad,90,0,12,5,6,25,7,55,12-05-2019,0,4049
Jet Airways,Kolkata,Banglore,1295,1,9,6,20,25,18,0,09-06-2019,1,13401
Air India,Delhi,Cochin,1180,2,9,5,12,0,7,40,09-05-2019,1,9968
Jet Airways,Mumbai,Hyderabad,90,0,6,5,10,20,11,50,06-05-2019,1,8040
Multiple carriers,Delhi,Cochin,620,1,27,3,15,15,1,35,27-03-2019,1,6427
IndiGo,Chennai,Kolkata,140,0,6,5,22,5,0,25,06-05-2019,0,5277
Jet Airways,Mumbai,Hyderabad,85,0,1,4,2,55,4,20,01-04-2019,0,2228
Vistara,Banglore,Delhi,170,0,24,5,21,0,23,50,24-05-2019,1,5613
IndiGo,Kolkata,Banglore,280,1,12,5,17,35,22,15,12-05-2019,1,6669
Vistara,Chennai,Kolkata,140,0,15,5,17,45,20,5,15-05-2019,1,11982
Jet Airways,Kolkata,Banglore,1495,2,21,5,6,30,7,25,21-05-2019,0,10118
IndiGo,Kolkata,Banglore,160,0,15,3,21,25,0,5,15-03-2019,1,4148
Jet Airways,Delhi,Cochin,620,1,9,6,2,15,12,35,09-06-2019,0,18371
Multiple carriers,Delhi,Cochin,570,1,12,6,11,30,21,0,12-06-2019,1,13587
Air India,Delhi,Cochin,1560,2,6,6,17,15,19,15,06-06-2019,1,12760
Jet Airways,Delhi,Cochin,1125,2,6,6,9,40,4,25,06-06-2019,1,10368
IndiGo,Mumbai,Hyderabad,90,0,1,6,2,35,4,5,01-06-2019,0,3175
SpiceJet,Chennai,Kolkata,135,0,9,5,9,45,12,0,09-05-2019,1,3597
Multiple carriers,Delhi,Cochin,840,1,27,5,11,30,1,30,27-05-2019,1,6733
Multiple carriers,Delhi,Cochin,525,1,1,6,3,50,12,35,01-06-2019,0,12192
Jet Airways,Delhi,Cochin,1430,2,27,5,19,10,19,0,27-05-2019,1,15129
Vistara,Banglore,Delhi,170,0,12,5,11,30,14,20,12-05-2019,1,4668
Jet Airways,Delhi,Cochin,1145,1,27,6,17,30,12,35,27-06-2019,1,10262
Jet Airways,Delhi,Cochin,1125,2,18,5,9,40,4,25,18-05-2019,1,15129
Multiple carriers,Delhi,Cochin,920,1,3,6,7,10,22,30,03-06-2019,0,7878
Jet Airways,Mumbai,Hyderabad,90,0,18,3,10,20,11,50,18-03-2019,1,8040
Jet Airways,Delhi,Cochin,620,1,9,5,2,15,12,35,09-05-2019,0,12373
Air India,Delhi,Cochin,1560,2,18,5,17,15,19,15,18-05-2019,1,12392
IndiGo,Chennai,Kolkata,140,0,18,5,22,5,0,25,18-05-2019,0,5277
Multiple carriers,Delhi,Cochin,480,1,21,5,13,0,21,0,21-05-2019,1,7888
Multiple carriers,Delhi,Cochin,630,1,3,6,8,45,19,15,03-06-2019,0,9001
IndiGo,Mumbai,Hyderabad,85,0,21,3,6,20,7,45,21-03-2019,0,4049
IndiGo,Chennai,Kolkata,140,0,24,3,5,15,7,35,24-03-2019,0,4326
IndiGo,Banglore,New Delhi,170,0,9,3,23,30,2,20,09-03-2019,0,4777
IndiGo,Delhi,Cochin,570,1,21,3,11,30,21,0,21-03-2019,1,6838
IndiGo,Delhi,Cochin,315,1,6,6,7,15,12,30,06-06-2019,0,6582
Jet Airways,Delhi,Cochin,885,1,1,6,21,50,12,35,01-06-2019,1,10262
Air Asia,Banglore,New Delhi,165,0,1,3,23,25,2,10,01-03-2019,0,10873
Jet Airways,Delhi,Cochin,620,1,27,6,2,15,12,35,27-06-2019,0,10262
IndiGo,Kolkata,Banglore,170,0,27,3,5,30,8,20,27-03-2019,0,4148
IndiGo,Delhi,Cochin,565,2,27,3,11,55,21,20,27-03-2019,1,6494
Jet Airways,Delhi,Cochin,1595,1,21,5,10,0,12,35,21-05-2019,1,12898
Air India,Delhi,Cochin,2295,2,9,6,5,0,19,15,09-06-2019,0,9968
Jet Airways,Delhi,Cochin,805,1,21,5,15,0,4,25,21-05-2019,1,12898
Multiple carriers,Delhi,Cochin,455,1,24,5,14,55,22,30,24-05-2019,1,7740
Air India,Kolkata,Banglore,675,1,9,5,9,50,21,5,09-05-2019,1,7452
Jet Airways,Mumbai,Hyderabad,85,0,21,3,7,10,8,35,21-03-2019,0,4160
IndiGo,Banglore,Delhi,170,0,27,5,8,30,11,20,27-05-2019,0,4823
Air India,Delhi,Cochin,500,2,18,5,10,55,19,15,18-05-2019,1,13486
Jet Airways,Banglore,Delhi,185,0,27,4,18,55,22,0,27-04-2019,1,4544
Air India,Delhi,Cochin,1420,2,21,5,9,45,9,25,21-05-2019,1,10975
IndiGo,Chennai,Kolkata,140,0,3,5,14,45,17,5,03-05-2019,1,3858
Jet Airways,Delhi,Cochin,1375,2,6,5,5,30,4,25,06-05-2019,0,15129
Air India,Delhi,Cochin,1420,2,15,6,9,45,9,25,15-06-2019,1,10975
Air Asia,Delhi,Cochin,340,1,9,5,16,45,22,25,09-05-2019,1,6752
Air Asia,Kolkata,Banglore,150,0,18,6,9,45,12,15,18-06-2019,1,3807
Air India,Delhi,Cochin,1255,1,6,3,12,30,9,25,06-03-2019,1,13832
Jet Airways,Banglore,Delhi,185,0,6,4,18,55,22,0,06-04-2019,1,4544
Jet Airways,Kolkata,Banglore,800,1,6,6,18,55,8,15,06-06-2019,1,14571
Vistara,Chennai,Kolkata,140,0,24,6,17,45,20,5,24-06-2019,1,11982
Jet Airways,Mumbai,Hyderabad,85,0,1,5,7,5,8,30,01-05-2019,0,8040
Vistara,Banglore,New Delhi,155,0,18,3,16,0,18,35,18-03-2019,1,11913
Air Asia,Kolkata,Banglore,220,1,24,5,6,50,10,30,24-05-2019,0,5162
Jet Airways,Delhi,Cochin,1615,2,15,6,9,40,12,35,15-06-2019,1,13014
Jet Airways,Kolkata,Banglore,450,1,18,5,21,10,4,40,18-05-2019,1,8586
Multiple carriers,Delhi,Cochin,660,1,21,5,8,0,19,0,21-05-2019,0,10197
Vistara,Kolkata,Banglore,1640,1,1,5,17,0,20,20,01-05-2019,1,8610
Air Asia,Banglore,Delhi,170,0,1,6,23,55,2,45,01-06-2019,0,7120
Air India,Delhi,Cochin,2280,3,9,5,5,15,19,15,09-05-2019,0,10703
Jet Airways,Delhi,Cochin,1165,1,1,6,9,0,4,25,01-06-2019,1,10262
Jet Airways,Delhi,Cochin,810,2,27,6,5,30,19,0,27-06-2019,0,11507
IndiGo,Banglore,Delhi,180,0,6,6,21,15,0,15,06-06-2019,1,3943
Jet Airways,Delhi,Cochin,1620,2,15,6,9,35,12,35,15-06-2019,1,13292
IndiGo,Banglore,New Delhi,295,1,21,3,13,40,18,35,21-03-2019,1,7166
Jet Airways,Delhi,Cochin,360,1,15,6,13,0,19,0,15-06-2019,1,10262
Air Asia,Delhi,Cochin,625,1,12,6,20,45,7,10,12-06-2019,1,6152
Jet Airways,Kolkata,Banglore,750,1,15,5,9,35,22,5,15-05-2019,1,10703
Jet Airways,Banglore,Delhi,180,0,21,5,7,10,10,10,21-05-2019,0,4030
Multiple carriers,Delhi,Cochin,485,1,6,3,17,30,1,35,06-03-2019,1,17057
IndiGo,Chennai,Kolkata,140,0,18,6,7,55,10,15,18-06-2019,0,3850
Jet Airways,Kolkata,Banglore,800,1,6,5,20,0,9,20,06-05-2019,1,14388
IndiGo,Delhi,Cochin,325,1,3,4,2,0,7,25,03-04-2019,0,4744
Jet Airways,Delhi,Cochin,1145,1,1,6,17,30,12,35,01-06-2019,1,10262
Air India,Banglore,New Delhi,165,0,3,3,21,10,23,55,03-03-2019,1,7591
Air Asia,Delhi,Cochin,870,1,27,5,7,55,22,25,27-05-2019,0,6152
Jet Airways,Banglore,New Delhi,1445,1,6,3,8,55,9,0,06-03-2019,0,15025
IndiGo,Mumbai,Hyderabad,90,0,3,3,16,55,18,25,03-03-2019,1,6795
Air India,Kolkata,Banglore,1615,1,24,5,17,30,20,25,24-05-2019,1,10623
IndiGo,Chennai,Kolkata,140,0,24,5,7,55,10,15,24-05-2019,0,3850
Jet Airways,Delhi,Cochin,1420,2,21,3,19,10,18,50,21-03-2019,1,6643
Jet Airways,Kolkata,Banglore,510,1,1,5,14,5,22,35,01-05-2019,1,10844
Air India,Delhi,Cochin,1410,2,27,5,19,45,19,15,27-05-2019,1,10441
Multiple carriers,Delhi,Cochin,480,1,27,6,17,30,1,30,27-06-2019,1,13377
Air India,Delhi,Cochin,1820,2,18,5,12,55,19,15,18-05-2019,1,13696
IndiGo,Banglore,Delhi,170,0,3,6,0,25,3,15,03-06-2019,0,3943
Air India,Delhi,Cochin,1410,2,24,6,19,45,19,15,24-06-2019,1,9443
Jet Airways,Delhi,Cochin,1375,2,1,6,5,30,4,25,01-06-2019,0,13014
Air India,Banglore,New Delhi,1795,2,24,3,17,0,22,55,24-03-2019,1,8114
SpiceJet,Delhi,Cochin,315,1,24,6,6,5,11,20,24-06-2019,0,5583
Jet Airways,Banglore,New Delhi,920,1,12,3,16,55,8,15,12-03-2019,1,13817
Multiple carriers,Delhi,Cochin,385,1,27,3,12,50,19,15,27-03-2019,1,6953
Multiple carriers,Delhi,Cochin,640,1,27,3,10,20,21,0,27-03-2019,1,6637
IndiGo,Kolkata,Banglore,165,0,3,4,9,35,12,20,03-04-2019,1,4174
Air India,Delhi,Cochin,1420,2,21,3,9,45,9,25,21-03-2019,1,8140
Jet Airways,Banglore,New Delhi,960,1,12,3,7,0,23,0,12-03-2019,0,13817
Jet Airways,Delhi,Cochin,600,1,6,6,9,0,19,0,06-06-2019,1,10262
IndiGo,Delhi,Cochin,290,1,18,5,15,10,20,0,18-05-2019,1,6496
IndiGo,Delhi,Cochin,305,1,15,6,23,30,4,35,15-06-2019,0,10112
Air India,Delhi,Cochin,1210,2,27,5,13,15,9,25,27-05-2019,1,10467
IndiGo,Delhi,Cochin,895,1,1,6,10,35,1,30,01-06-2019,1,6206
Air India,Kolkata,Banglore,1830,2,24,5,12,0,18,30,24-05-2019,1,10151
IndiGo,Kolkata,Banglore,150,0,12,6,15,15,17,45,12-06-2019,1,4804
GoAir,Banglore,New Delhi,175,0,24,3,7,45,10,40,24-03-2019,0,5048
Jet Airways,Mumbai,Hyderabad,85,0,6,6,2,55,4,20,06-06-2019,0,4050
SpiceJet,Banglore,Delhi,170,0,1,6,9,30,12,20,01-06-2019,1,3919
Jet Airways,Kolkata,Banglore,665,1,9,6,21,10,8,15,09-06-2019,1,11841
IndiGo,Delhi,Cochin,305,1,24,4,20,25,1,30,24-04-2019,1,5065
Air India,Kolkata,Banglore,1830,2,9,5,12,0,18,30,09-05-2019,1,9626
IndiGo,Banglore,Delhi,170,0,27,6,22,10,1,0,27-06-2019,0,3419
Air India,Kolkata,Banglore,805,3,9,6,9,50,23,15,09-06-2019,1,14960
IndiGo,Banglore,Delhi,180,0,9,6,21,15,0,15,09-06-2019,1,3943
Multiple carriers,Delhi,Cochin,615,1,9,5,9,0,19,15,09-05-2019,1,14323
Air India,Kolkata,Banglore,1255,2,9,6,16,50,13,45,09-06-2019,1,11752
Multiple carriers,Delhi,Cochin,645,1,6,6,8,30,19,15,06-06-2019,0,7677
Multiple carriers,Delhi,Cochin,480,1,24,5,13,0,21,0,24-05-2019,1,14067
Jet Airways,Kolkata,Banglore,730,1,1,5,21,10,9,20,01-05-2019,1,14781
Jet Airways,Kolkata,Banglore,1285,1,15,5,17,0,14,25,15-05-2019,1,11467
Jet Airways,Delhi,Cochin,505,2,21,5,20,0,4,25,21-05-2019,1,16263
Jet Airways,Delhi,Cochin,550,1,18,5,19,15,4,25,18-05-2019,1,12373
Multiple carriers,Delhi,Cochin,490,1,15,6,12,50,21,0,15-06-2019,1,7005
IndiGo,Delhi,Cochin,295,1,18,5,5,10,10,5,18-05-2019,0,7580
Air India,Delhi,Cochin,1275,2,18,5,22,0,19,15,18-05-2019,0,10441
Jet Airways,Banglore,Delhi,180,0,18,5,17,45,20,45,18-05-2019,1,7229
IndiGo,Delhi,Cochin,860,1,9,4,6,40,21,0,09-04-2019,0,6093
SpiceJet,Kolkata,Banglore,155,0,15,6,6,55,9,30,15-06-2019,0,3873
Jet Airways,Delhi,Cochin,395,1,24,6,21,50,4,25,24-06-2019,1,10262
Jet Airways,Kolkata,Banglore,570,1,1,4,14,5,23,35,01-04-2019,1,13364
Jet Airways,Delhi,Cochin,620,1,15,5,2,15,12,35,15-05-2019,0,12373
SpiceJet,Mumbai,Hyderabad,90,0,12,5,22,45,0,15,12-05-2019,0,1965
Multiple carriers,Delhi,Cochin,490,1,6,6,12,50,21,0,06-06-2019,1,7005
Air India,Banglore,New Delhi,165,0,18,3,10,0,12,45,18-03-2019,1,4441
Multiple carriers,Delhi,Cochin,845,1,21,3,4,45,18,50,21-03-2019,0,11098
IndiGo,Delhi,Cochin,975,1,21,5,9,15,1,30,21-05-2019,1,7318
Jet Airways,Delhi,Cochin,1280,1,21,3,7,5,4,25,21-03-2019,0,12767
SpiceJet,Kolkata,Banglore,320,1,24,3,15,55,21,15,24-03-2019,1,10654
SpiceJet,Delhi,Cochin,380,1,9,6,15,45,22,5,09-06-2019,1,6297
Multiple carriers,Delhi,Cochin,385,1,3,3,9,45,16,10,03-03-2019,1,11265
Air India,Mumbai,Hyderabad,150,2,6,3,17,20,14,50,06-03-2019,1,11972
Multiple carriers,Delhi,Cochin,835,1,9,6,7,5,21,0,09-06-2019,0,13587
IndiGo,Kolkata,Banglore,155,0,3,6,17,15,19,50,03-06-2019,1,4804
Air India,Kolkata,Banglore,535,2,1,5,9,25,18,20,01-05-2019,1,8366
Air India,Kolkata,Banglore,1350,1,18,5,9,25,7,55,18-05-2019,1,8366
Air India,Kolkata,Banglore,810,2,18,5,8,20,21,50,18-05-2019,0,10697
Jet Airways,Delhi,Cochin,810,2,21,5,5,30,19,0,21-05-2019,0,15129
IndiGo,Chennai,Kolkata,140,0,18,5,14,45,17,5,18-05-2019,1,3858
Jet Airways,Banglore,Delhi,185,0,6,4,18,55,22,0,06-04-2019,1,7229
IndiGo,Delhi,Cochin,300,1,27,4,16,0,21,0,27-04-2019,1,6937
Jet Airways,Delhi,Cochin,300,1,24,6,14,0,19,0,24-06-2019,1,14714
Jet Airways,Banglore,New Delhi,625,1,15,3,5,45,16,10,15-03-2019,0,9134
Jet Airways,Delhi,Cochin,715,1,3,6,7,5,19,0,03-06-2019,0,10577
Jet Airways,Kolkata,Banglore,845,1,6,5,20,0,10,5,06-05-2019,1,14388
Air India,Delhi,Cochin,1125,1,12,6,13,30,8,15,12-06-2019,1,8991
Air India,Delhi,Cochin,1820,2,27,5,12,55,19,15,27-05-2019,1,12436
Air India,Banglore,New Delhi,1600,2,12,3,6,45,9,25,12-03-2019,0,12515
SpiceJet,Delhi,Cochin,380,1,15,6,15,45,22,5,15-06-2019,1,5583
Air India,Delhi,Cochin,520,1,9,3,23,0,7,40,09-03-2019,0,10840
Jet Airways,Delhi,Cochin,1460,2,27,6,12,15,12,35,27-06-2019,1,14300
SpiceJet,Banglore,Delhi,175,0,18,4,21,10,0,5,18-04-2019,1,5515
Jet Airways,Kolkata,Banglore,400,1,15,5,14,5,20,45,15-05-2019,1,10844
Jet Airways,Kolkata,Banglore,980,1,24,3,16,55,9,15,24-03-2019,1,11134
Air India,Banglore,Delhi,165,0,24,4,10,0,12,45,24-04-2019,1,6121
Air India,Kolkata,Banglore,1195,2,21,5,12,0,7,55,21-05-2019,1,10676
Jet Airways,Kolkata,Banglore,365,1,1,5,16,30,22,35,01-05-2019,1,14781
Jet Airways,Banglore,Delhi,180,0,6,4,19,50,22,50,06-04-2019,1,4544
GoAir,Banglore,Delhi,175,0,6,4,7,45,10,40,06-04-2019,0,4632
Jet Airways,Delhi,Cochin,1995,2,21,3,19,10,4,25,21-03-2019,1,10929
Air Asia,Kolkata,Banglore,155,0,21,4,10,20,12,55,21-04-2019,1,4409
SpiceJet,Kolkata,Banglore,155,0,1,5,6,55,9,30,01-05-2019,0,3873
Jet Airways,Banglore,Delhi,180,0,27,5,7,10,10,10,27-05-2019,0,4030
Air Asia,Kolkata,Banglore,150,0,9,5,22,50,1,20,09-05-2019,0,3807
Air India,Kolkata,Banglore,920,2,12,5,10,0,1,20,12-05-2019,1,12140
SpiceJet,Kolkata,Banglore,150,0,6,3,9,0,11,30,06-03-2019,1,4096
Jet Airways,Delhi,Cochin,1095,2,15,6,18,20,12,35,15-06-2019,1,14300
Multiple carriers,Delhi,Cochin,560,1,27,6,11,40,21,0,27-06-2019,1,6007
IndiGo,Kolkata,Banglore,150,0,1,4,14,25,16,55,01-04-2019,1,4174
SpiceJet,Chennai,Kolkata,140,0,21,6,17,45,20,5,21-06-2019,1,3597
Air India,Delhi,Cochin,435,2,24,6,12,0,19,15,24-06-2019,1,9548
Air India,Banglore,New Delhi,385,1,15,3,8,50,15,15,15-03-2019,0,8714
Vistara,Kolkata,Banglore,1640,1,12,6,17,0,20,20,12-06-2019,1,8085
Jet Airways,Delhi,Cochin,535,2,3,6,19,30,4,25,03-06-2019,1,10368
Air India,Delhi,Cochin,1580,2,27,6,7,5,9,25,27-06-2019,0,10975
Multiple carriers,Delhi,Cochin,810,1,9,5,7,30,21,0,09-05-2019,0,7670
Multiple carriers,Delhi,Cochin,450,1,15,5,18,0,1,30,15-05-2019,1,8073
